duration,input.b1,input.b2,input.e1,input.e2,input.relation,input.sent_id,input.sentence,input.term1,input.term2,job,metrics.avg_annotations,metrics.avg_cos_clarity,metrics.avg_unique_annotations,output.rellist,output.rellist.annotations,output.rellist.cos_clarity,output.rellist.unique_annotations,worker,uqs,unit_annotation_score,SRS,max_rel,max_srs,none,per:place_of_birth,per:place_of_death,per:places_of_residence
128.133333333,23,32,25,33,"per:top_member_employee_of_org,per:employee_or_member_of",UAD-A-1016,"In a Detroit radio interview , Gettelfinger said he and another senior UAW official made a `` last-ditch '' appeal to Chrysler Chairman Dieter Zetsche on Saturday to keep Chrysler under the Daimler umbrella .",Dieter Zetsche,Daimler,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
33.5333333333,3,10,5,12,per:spouse,UAD-U-0281,"Her mother was Julia Thorne , who was married to John Kerry from 1970 until their divorce in 1988 .",Julia Thorne,John Kerry,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
70.2,6,1,8,2,"per:founded_org,per:top_member_employee_of_org",UAD-A-2068,"The People 's Liberation Army of Mao Zedong fired more than 450 , 000 shells on Kinmen island and several other smaller islets in a 44-day artillery bombardment beginning on August 23 , 1958 .",Mao Zedong,People,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
42.2666666667,2,27,3,30,"per:origin,per:places_of_residence",UAD-A-0612,"Early life Charlie Watts was born to a lorry driver for a precursor of British Rail and his wife Jessica Mort Watts at University College Hospital , London , England , and raised in Islington and Wembley boroughs .",Charlie,"London , England",,17,0.894427191,3,"Counter({'per:place_of_birth': 10, 'none': 4, 'per:places_of_residence': 3, 'per:place_of_death': 0})",17,0.894427191,3,15,0.4696226124,"Counter({'per:place_of_birth': 0.6697124895566516, 'none': 0.26543780985751814, 'per:places_of_residence': 0.18923569237522733, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.6697124895566516, 'per:places_of_residence': 0.18923569237522733, 'none': 0.26543780985751814}",per:place_of_birth,0.6697124896,0.2654378099,0.6697124896,0,0.1892356924
110.4,4,27,6,28,"per:employee_or_member_of,per:top_member_employee_of_org",UAD-A-1489,"Not so fast , Sumner Redstone said Friday. `` I am determined that in accordance with the rules of good governance , the boards of Viacom and CBS select my successor -- and that no person be imposed on the boards , '' Redstone wrote in his letter .",Sumner Redstone,CBS,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
38.2666666667,4,0,8,1,"per:employee_or_member_of,per:origin",UAD-A-1854,Spain 's Prime Minister Jose Luis Rodriguez Zapatero on Tuesday unveils his goals for his second term in a speech to parliament set to focus on moves to fight terrorism and boost the flagging economy .,Jose Luis Rodriguez Zapatero,Spain,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8996684353,"Counter({'none': 0.9507877530366156, 'per:places_of_residence': 0.04921224696338444, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9507877530366156, 'per:places_of_residence': 0.04921224696338444}",none,0.950787753,0.950787753,0,0,0.049212247
41.8666666667,11,18,13,19,"per:employee_or_member_of,per:place_of_birth",UAD-A-1671,"QUITO , Ecuador 2008-12-20 20 : 29 : 40 UTC President Rafael Correa assured lenders on Saturday that Ecuador will pay back many of its loans even if it is backing away from debts it considers illegitimate .",Rafael Correa,Ecuador,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.8015135939,"Counter({'none': 0.8968074037424626, 'per:places_of_residence': 0.10319259625753736, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8968074037424626, 'per:places_of_residence': 0.10319259625753736}",none,0.8968074037,0.8968074037,0,0,0.1031925963
51.4666666667,12,2,14,3,per:spouse,UAD-U-0155,"Ciganer-Albeniz and Sarkozy divorced in October , and he married Italian-born model-turned-singer Carla Bruni on Feb. 2 .",Carla Bruni,Sarkozy,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
37.6666666667,2,8,5,10,"per:place_of_birth,per:places_of_residence",UAD-A-0622,"Early life Josh Winslow Groban was born in Los Angeles , California , to a Jewish–American father ( a descendant of Polish and Russian immigrants ) and a Norwegian–American mother .",Josh Winslow Groban,Los Angeles,,16,0.9855274567,3,"Counter({'per:place_of_birth': 13, 'none': 2, 'per:places_of_residence': 1, 'per:place_of_death': 0})",16,0.9855274567,3,15,0.7446492948,"Counter({'per:place_of_birth': 0.8713780597005788, 'none': 0.12862194029942153, 'per:places_of_residence': 0.041271973259803335, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.8713780597005788, 'per:places_of_residence': 0.041271973259803335, 'none': 0.12862194029942153}",per:place_of_birth,0.8713780597,0.1286219403,0.8713780597,0,0.0412719733
24.6666666667,3,8,5,9,"per:place_of_birth,per:places_of_residence",UAD-A-0364,"Birth and education Edwin Porter was born in Connellsville , Pennsylvania to Thomas Richard Porter , a merchant , and Mary Jane ( Clark ) Porter ; he had three brothers and one sister .",Edwin Porter,Connellsville,,15,0.9974586998,2,"Counter({'per:place_of_birth': 14, 'none': 1, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8770264487,"Counter({'per:place_of_birth': 0.9389573773095446, 'none': 0.06104262269045548, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9389573773095446, 'none': 0.06104262269045548}",per:place_of_birth,0.9389573773,0.0610426227,0.9389573773,0,0
21.8,12,9,14,11,"per:place_of_birth,per:origin",UAD-A-0913,"HONG KONG , Feb. 16 ( Xinhua ) Incumbent Hong Kong leader Donald Tsang Yam-kuen on Friday was formally nominated to stand for another term as chief executive of the Hong Kong Special Administrative Region ( HKSAR ) .",Donald Tsang,Hong Kong,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7934572961,"Counter({'none': 0.8920840251263311, 'per:places_of_residence': 0.10791597487366889, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8920840251263311, 'per:places_of_residence': 0.10791597487366889}",none,0.8920840251,0.8920840251,0,0,0.1079159749
79.6,1,13,3,15,"per:place_of_birth,per:place_of_death",UAD-A-1833,Sir Kai Ho was also a member of the Chinese elite in Colonial Hong Kong .,Kai Ho,Hong Kong,,15,0.894427191,2,"Counter({'none': 10, 'per:places_of_residence': 5, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.894427191,2,15,0.5438456449,"Counter({'none': 0.6933022052505845, 'per:places_of_residence': 0.30669779474941566, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6933022052505845, 'per:places_of_residence': 0.30669779474941566}",none,0.6933022053,0.6933022053,0,0,0.3066977947
48.8,23,6,24,9,"per:place_of_death,per:places_of_residence",UAD-A-0140,"Appearances in London , Toronto , New York City , Los Angeles , and Austin , Texas brought them to the attention of Jim Kerr who personally invited the band to support Simple Minds on the Australian leg of their world tour that May .",Jim,New York City,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8736037389,"Counter({'none': 0.937135883990427, 'per:places_of_residence': 0.06286411600957295, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.937135883990427, 'per:places_of_residence': 0.06286411600957295}",none,0.937135884,0.937135884,0,0,0.062864116
42.2666666667,0,5,2,6,"per:places_of_residence,per:place_of_birth",UAD-A-0335,"Biography Kikuchi was born in Minamigaoka , Hadano-City , Kanagawa-Prefacuture .",Biography Kikuchi,Minamigaoka,,17,0.9330078226,3,"Counter({'per:place_of_birth': 11, 'per:places_of_residence': 3, 'none': 3, 'per:place_of_death': 0})",17,0.9330078226,3,15,0.5333507717,"Counter({'per:place_of_birth': 0.7359714757286656, 'none': 0.20056784554126525, 'per:places_of_residence': 0.1858016599610104, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.7359714757286656, 'per:places_of_residence': 0.1858016599610104, 'none': 0.20056784554126525}",per:place_of_birth,0.7359714757,0.2005678455,0.7359714757,0,0.18580166
173.933333333,27,11,30,13,"per:employee_or_member_of,per:place_of_death",UAD-A-1784,"SEOUL , South Korea 2008-10-02 10 : 58 : 34 UTC North Korea demanded Thursday that South Korea stop sending propaganda leaflets critical of its leader , Kim Jong Il , warning of unspecified grave consequences for reconciliation projects otherwise .",Kim Jong Il,North Korea,,16,0.9669875568,3,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 1, 'per:place_of_death': 0})",16,0.9669875568,3,15,0.6790458457,"Counter({'none': 0.8211779518319778, 'per:places_of_residence': 0.17882204816802216, 'per:place_of_birth': 0.058660057199224805, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.058660057199224805, 'per:places_of_residence': 0.17882204816802216, 'none': 0.8211779518319778}",none,0.8211779518,0.8211779518,0.0586600572,0,0.1788220482
43.8,24,30,26,31,"per:place_of_birth,per:origin",UAD-A-1027,"In December 1989 , Company A , 3rd Battalion ( Airborne ) , 505th Infantry participated in Operation Just Cause and assisted in overthrowing Manuel Noriega as the leader of Panama .",Manuel Noriega,Panama,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
47.9333333333,0,8,2,11,"per:place_of_birth,per:places_of_residence",UAD-A-1206,"Kara Edwards ( born 17 February 1977 in Lubbock , Texas ) is an American voice actress who works freelance and for the FUNimation distributing company .",Kara Edwards,"Lubbock , Texas",,16,0.9669875568,3,"Counter({'per:place_of_birth': 12, 'none': 3, 'per:places_of_residence': 1, 'per:place_of_death': 0})",16,0.9669875568,3,15,0.6637644206,"Counter({'per:place_of_birth': 0.821571693709352, 'none': 0.17842830629064807, 'per:places_of_residence': 0.06635061266992463, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.821571693709352, 'none': 0.17842830629064807, 'per:places_of_residence': 0.06635061266992463}",per:place_of_birth,0.8215716937,0.1784283063,0.8215716937,0,0.0663506127
59.8,19,5,22,7,per:spouse,UAD-U-0646,"The film was directed by Gurinder Chadha and was based on the screenplay she wrote with her husband , Paul Mayeda Berges and Guljit Bindra .",Paul Mayeda Berges,Gurinder Chadha,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
40.4,12,9,15,10,per:spouse,UAD-U-0212,"ET , Sun. , March. 16 , 2008 Are Will Smith , Jada Pinkett Smith and Kimora Lee Simmons the new celebrity faces of Scientology ?",Jada Pinkett Smith,Will,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
61.4666666667,4,0,6,1,"per:employee_or_member_of,per:origin",UAD-A-2244,U.S. Secretary of State Condoleezza Rice says she is not ruling out talks with Iranian officials .,Condoleezza Rice,U.S.,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7962467362,"Counter({'none': 0.8937065365469267, 'per:places_of_residence': 0.10629346345307339, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8937065365469267, 'per:places_of_residence': 0.10629346345307339}",none,0.8937065365,0.8937065365,0,0,0.1062934635
73,33,29,35,32,"per:employee_or_member_of,per:top_member_employee_of_org",UAD-A-0023,"Added gravitas was lent by the presence behind Obama of 16 economic advisers including such luminaries as former Treasury secretaries Larry Summers and Robert Rubin , and the towering ex- Federal Reserve chairman Paul Volcker .",Paul Volcker,ex- Federal Reserve,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
30.7333333333,0,5,2,8,"per:places_of_residence,per:place_of_death,per:place_of_birth",UAD-A-1289,"Lilian Baylis was born in London , England .",Lilian Baylis,"London , England",,16,0.9949366763,3,"Counter({'per:place_of_birth': 14, 'none': 1, 'per:places_of_residence': 1, 'per:place_of_death': 0})",16,0.9949366763,3,15,0.8413705079,"Counter({'per:place_of_birth': 0.9328073763618707, 'none': 0.06719262363812928, 'per:places_of_residence': 0.06419745766733517, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9328073763618707, 'per:places_of_residence': 0.06419745766733517, 'none': 0.06719262363812928}",per:place_of_birth,0.9328073764,0.0671926236,0.9328073764,0,0.0641974577
24.2666666667,9,7,11,8,"per:places_of_residence,per:place_of_birth",UAD-A-0283,"Berlusconi 's strongest challenge comes from former Rome mayor Walter Veltroni , the leader of the Democratic Party ( PD ) formed in October last year .",Walter Veltroni,Rome,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.6868117383,"Counter({'none': 0.8223596635527177, 'per:places_of_residence': 0.1776403364472824, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8223596635527177, 'per:places_of_residence': 0.1776403364472824}",none,0.8223596636,0.8223596636,0,0,0.1776403364
43.1333333333,17,15,19,16,"per:top_member_employee_of_org,per:employee_or_member_of",UAD-A-2039,"The move is `` the next big step forward in the music revolution , `` Apple CEO Steve Jobs said at a news conference in London .",Steve Jobs,Apple,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
62,0,9,2,13,"per:places_of_residence,per:place_of_birth",UAD-A-1756,"Scott Dreisbach ( born December 16 , 1975 in South Bend , Indiana ) was an American football quarterback who last played for the Columbus Destroyers of the Arena Football League .",Scott Dreisbach,"South Bend , Indiana",,15,0.9974586998,2,"Counter({'per:place_of_birth': 14, 'none': 1, 'per:places_of_residence': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8922388742,"Counter({'per:place_of_birth': 0.9469116545400877, 'none': 0.05308834545991222, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9469116545400877, 'none': 0.05308834545991222}",per:place_of_birth,0.9469116545,0.0530883455,0.9469116545,0,0
28.2,3,0,5,1,"per:origin,per:employee_or_member_of",UAD-A-2237,"U.S. presidential hopeful Barack Obama , the Democratic senator whose father was Kenyan , appealed for peace on Nairobi 's Capital FM radio station .",Barack Obama,U.S.,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.9036267391,"Counter({'none': 0.9528564686143416, 'per:places_of_residence': 0.04714353138565842, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9528564686143416, 'per:places_of_residence': 0.04714353138565842}",none,0.9528564686,0.9528564686,0,0,0.0471435314
88.2666666667,32,9,36,10,"per:places_of_residence,per:place_of_death",UAD-A-1367,"Meanwhile , in the country 's biggest city , Yangon , recently released political prisoners helped celebrate the 20th anniversary of the founding of the party led by detained pro- democracy leader Aung San Suu Kyi , while police and other security personnel kept a close watch .",Aung San Suu Kyi,Yangon,,15,0.9883716977,2,"Counter({'none': 13, 'per:places_of_residence': 2, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9883716977,2,15,0.7929349944,"Counter({'none': 0.8917810987917729, 'per:places_of_residence': 0.10821890120822703, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8917810987917729, 'per:places_of_residence': 0.10821890120822703}",none,0.8917810988,0.8917810988,0,0,0.1082189012
37,11,15,12,17,"per:place_of_death,per:place_of_birth",UAD-A-1974,"The fan who ended up with the ball , 22-year-old Matt Murphy from Queens , New York ( and a Met fan ) , was promptly protected and escorted away from the mayhem by a group of San Francisco police officers .",Murphy,New York,,15,0.7525766947,2,"Counter({'none': 8, 'per:places_of_residence': 7, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.7525766947,2,15,0.4665566894,"Counter({'none': 0.5343854629648945, 'per:places_of_residence': 0.4656145370351054, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.5343854629648945, 'per:places_of_residence': 0.4656145370351054}",none,0.534385463,0.534385463,0,0,0.465614537
72.2,1,6,3,7,"per:places_of_residence,per:place_of_birth",UAD-A-0359,"Biography Steve Sweeney was born in Charlestown , a section of Boston .",Steve Sweeney,Charlestown,,16,0.9949366763,3,"Counter({'per:place_of_birth': 14, 'per:places_of_residence': 1, 'none': 1, 'per:place_of_death': 0})",16,0.9949366763,3,15,0.8744307994,"Counter({'per:place_of_birth': 0.9509264268827928, 'per:places_of_residence': 0.06614828273899077, 'none': 0.049073573117207135, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9509264268827928, 'per:places_of_residence': 0.06614828273899077, 'none': 0.049073573117207135}",per:place_of_birth,0.9509264269,0.0490735731,0.9509264269,0,0.0661482827
54.8,3,0,5,2,"per:places_of_residence,per:place_of_birth",UAD-A-0910,"Hong Kong director Pang Ho-Cheung 's 2001 crime-and-filmmaking comedy You Shoot , I Shoot features Eric Kot as a hitman who idolizes Alain Delon 's Jef , dressing like the character , and speaking to him via a Le Samouraï poster in his apartment .",Pang Ho-Cheung,Hong Kong,,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.5059818167,"Counter({'none': 0.6406288001464885, 'per:places_of_residence': 0.3593711998535116, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6406288001464885, 'per:places_of_residence': 0.3593711998535116}",none,0.6406288001,0.6406288001,0,0,0.3593711999
63.3333333333,15,11,17,13,"per:places_of_residence,per:place_of_birth",UAD-A-2134,The university will hold on Nov. 9 the 15th Congregation with Hong Kong Chief Executive Donald Tsang officiating the ceremony .,Donald Tsang,Hong Kong,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.8993158359,"Counter({'none': 0.950604578890087, 'per:places_of_residence': 0.04939542110991305, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.950604578890087, 'per:places_of_residence': 0.04939542110991305}",none,0.9506045789,0.9506045789,0,0,0.0493954211
46.9333333333,14,6,16,9,per:schools_attended,UAD-U-0068,"As a teenager , he attended Stocksbridge High School and was a year below Alex Turner and Matt Helders of the Arctic Monkeys .",Alex Turner,Stocksbridge High School,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
99.5333333333,12,6,14,8,"per:place_of_death,per:places_of_residence",UAD-A-0429,"By the time he left for New York at the invitation of Paul Quinichette , he had absorbed a working knowledge of many instruments .",Paul Quinichette,New York,,15,0.9397934235,2,"Counter({'none': 11, 'per:places_of_residence': 4, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9397934235,2,15,0.584419647,"Counter({'none': 0.7369738632014506, 'per:places_of_residence': 0.26302613679854925, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.7369738632014506, 'per:places_of_residence': 0.26302613679854925}",none,0.7369738632,0.7369738632,0,0,0.2630261368
49.9333333333,22,20,24,21,"per:employee_or_member_of,per:founded_org",UAD-A-1929,"The attack fell on the LTTE 's so-called Heroes ' Day , when the radio station was supposed to broadcast LTTE leader Velupillai Prabhakaran 's annual Heroes ' Day statement .",Velupillai Prabhakaran,LTTE,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
30.4,6,19,8,21,per:spouse,UAD-U-0026,"After the death of Country singer Patsy Cline , Wilma bought Cline 's home from Cline 's husband , Charlie Dick .",Patsy Cline,Charlie Dick,,15,0.9941348468,3,"Counter({'none': 13, 'per:places_of_residence': 1, 'per:place_of_death': 1, 'per:place_of_birth': 0})",15,0.9941348468,3,15,0.7893941367,"Counter({'none': 0.8932948215455698, 'per:places_of_residence': 0.05491072394360294, 'per:place_of_death': 0.05179445451082705, 'per:place_of_birth': 0.0})","{'none': 0.8932948215455698, 'per:places_of_residence': 0.05491072394360294, 'per:place_of_death': 0.05179445451082705}",none,0.8932948215,0.8932948215,0,0.0517944545,0.0549107239
119.666666667,3,10,5,11,"per:places_of_residence,per:place_of_birth",UAD-A-2385,World motorsport chief Max Mosley won his privacy case at London 's High Court Thursday against a British newspaper which alleged he took part in a Nazi-themed sadomasochistic orgy with prostitutes .,Max Mosley,London,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.7029560103,"Counter({'none': 0.8339857127074247, 'per:places_of_residence': 0.16601428729257522, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.8339857127074247, 'per:places_of_residence': 0.16601428729257522}",none,0.8339857127,0.8339857127,0,0,0.1660142873
43.3333333333,3,0,5,1,"per:employee_or_member_of,per:top_member_employee_of_org",UAD-A-0570,Disney Chief Executive Robert Iger joined them .,Robert Iger,Disney,,15,1,1,"Counter({'none': 15, 'per:places_of_residence': 0, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,1,1,15,1,"Counter({'none': 1.0, 'per:place_of_birth': 0.0, 'per:places_of_residence': 0.0, 'per:place_of_death': 0.0})",{'none': 1.0},none,1,1,0,0,0
118.466666667,6,29,8,30,"per:place_of_birth,per:places_of_residence,per:place_of_death",UAD-A-0332,Biography He was the son of Loukas Kanakaris-Roufos and a member of the Rouphos family that descended from Sicily and the rest of southern Italy and were politicians from Patras and Achaea .,Loukas Kanakaris-Roufos,Patras,,15,0.9974586998,2,"Counter({'none': 14, 'per:places_of_residence': 1, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9974586998,2,15,0.9155492526,"Counter({'none': 0.9589458675847199, 'per:places_of_residence': 0.04105413241528015, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.9589458675847199, 'per:places_of_residence': 0.04105413241528015}",none,0.9589458676,0.9589458676,0,0,0.0410541324
79.2,15,26,17,27,"per:origin,per:place_of_birth",UAD-A-2093,"The report appeared a day before a scheduled private meeting between Pope Benedict XVI and Ingrid Betancourt , who was freed earlier this year by the Colombia military after six years as a hostage of the rebels .",Ingrid Betancourt,Colombia,,15,0.9701425001,2,"Counter({'none': 12, 'per:places_of_residence': 3, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.9701425001,2,15,0.7042748058,"Counter({'none': 0.834957527419067, 'per:places_of_residence': 0.16504247258093283, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.834957527419067, 'per:places_of_residence': 0.16504247258093283}",none,0.8349575274,0.8349575274,0,0,0.1650424726
106.333333333,39,32,41,35,"per:places_of_residence,per:place_of_death",UAD-A-0811,"He formed the band The Fabulous Thunderbirds with singer and harpist Kim Wilson , bassist Keith Fergusson , and drummer Mike Buck. ( The initial Fabulous Thunderbirds members were all proteges of Austin , Texas blues club owner , Clifford Antone ) .",Clifford Antone,"Austin , Texas",,15,0.8320502943,2,"Counter({'none': 9, 'per:places_of_residence': 6, 'per:place_of_birth': 0, 'per:place_of_death': 0})",15,0.8320502943,2,15,0.4867785741,"Counter({'none': 0.6031312284087555, 'per:places_of_residence': 0.39686877159124423, 'per:place_of_birth': 0.0, 'per:place_of_death': 0.0})","{'none': 0.6031312284087555, 'per:places_of_residence': 0.39686877159124423}",none,0.6031312284,0.6031312284,0,0,0.3968687716
45.4,2,9,4,10,"per:place_of_birth,per:places_of_residence",UAD-A-0627,"Early life Richard Unis was born and raised in Portland , Oregon .",Richard Unis,Portland,,21,0.894427191,2,"Counter({'per:place_of_birth': 14, 'per:places_of_residence': 7, 'none': 0, 'per:place_of_death': 0})",21,0.894427191,2,15,0.8116200028,"Counter({'per:place_of_birth': 0.9354171750459856, 'per:places_of_residence': 0.4915769242597779, 'none': 0.0, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9354171750459856, 'per:places_of_residence': 0.4915769242597779}",per:place_of_birth,0.935417175,0,0.935417175,0,0.4915769243
71.1333333333,0,11,4,12,"per:places_of_residence,per:place_of_birth",UAD-A-0544,"David Mendes da Silva ( born August 4 , 1982 in Rotterdam ) is a Dutch footballer who currently plays as a midfielder for AZ Alkmaar .",David Mendes da Silva,Rotterdam,,17,0.9874838622,3,"Counter({'per:place_of_birth': 14, 'per:places_of_residence': 2, 'none': 1, 'per:place_of_death': 0})",17,0.9874838622,3,15,0.8388275312,"Counter({'per:place_of_birth': 0.9429922695195337, 'per:places_of_residence': 0.12995908215722596, 'none': 0.057007730480466264, 'per:place_of_death': 0.0})","{'per:place_of_birth': 0.9429922695195337, 'per:places_of_residence': 0.12995908215722596, 'none': 0.057007730480466264}",per:place_of_birth,0.9429922695,0.0570077305,0.9429922695,0,0.1299590822
