doc_id,index,sentence,sentence_id,validate_verbs,uqs,uqs_initial
NYT20000424.0319,393,"It was a model of efficient law enforcement , guided by due process .",4,was_3_6 enforcement_32_43 due_56_59 process_60_67,0.7868216528,0.7414794196
wsj_0150,568,Its subsidiaries ' services are marketed by closely held A.L. Williams amp Associates .,6,services_19_27 are_28_31 marketed_32_40 held_52_56,0.7869720968,0.7040439934
NYT19980424.0421,459,"Under the statute , a child born abroad to an unwed American mother is automatically considered a U.S. citizen .",2,Under_0_5 born_28_32 is_68_70 considered_85_95,0.7882731005,0.6464996413
wsj_0768,428,That 's even less than the 4.35 % total return of the Merrill Lynch High-Yield Index .,32,return_40_46,0.7914453239,0.6571428571
wsj_0768,165,It made the estimates based on data collected from more than a dozen big junk funds .,3,made_3_7 based_22_27 collected_36_45,0.7926900168,0.7259907036
wsj_0650,353,"The debentures are available through Goldman , Sachs amp Co. .",2,are_15_18 available_19_28,0.7940701819,0.7327726238
wsj_0557,209,"Thus , it remains crucial for RJR to obtain top dollar for its smaller assets like the candy brands .",8,remains_10_17 obtain_37_43,0.7943059925,0.6728403074
VOA19980305.1800.2603,497,"An Afghan refugee in Switzerland , Homira Atimadi , is a senior official of a group called the International Working Group on Afghan Women .",6,in_18_20 is_52_54 called_84_90 on_123_125,0.7943200235,0.7466618565
wsj_0585,73,The SampP 500 is often used in arbitrage strategies .,4,is_14_16 used_23_27,0.7946696211,0.7771236166
wsj_0781,108,Those companies are paying the price for taking the risk . '',25,are_16_19 paying_20_26 taking_41_47,0.7951071285,0.7845394295
wsj_0584,306,"Urging LIN directors to conduct `` a fair auction on a level playing field , '' McCaw asked how well the public interest would be served `` with the Bell operating companies controlling over 94 % of all cellular -LCB- potential customers -RCB- in the nation 's top 10 markets . ''",47,conduct_24_31 asked_86_91 be_127_129 served_130_136 operating_154_163 controlling_174_185,0.7956704809,0.7064924568
VOA19980305.1800.2603,16,Lisa Schlein reports from Geneva .,3,reports_13_20,0.7968123529,0.7523809524
ea980120.1830.0071,78,Everything that happens in Cuba gets America 's attention .,3,happens_16_23 gets_32_36,0.7999959671,0.7485521881
NYT19980907.0112,389,Crew-cut FBI agents fill many of the luxury hotels in the two cities .,11,fill_20_24 in_51_53,0.8031925653,0.7327726238
CNN19980227.2130.0067,582,"Army of god is a secret organization that hates abortion providers , homosexuals and the US government .",20,is_12_14 abortion_48_56,0.8036995154,0.7771236166
wsj_0670,573,The extrusion unit produces bare and painted custom extrusions for building products and construction industries .,9,produces_19_27 for_63_66 construction_89_101,0.8040921637,0.7951756144
WSJ910225-0066,294,"The American hope is that someone from within Iraq , perhaps from the army 's professional ranks , will step forward and push Saddam Hussein aside so that the country can begin recovering from the disaster .",61,is_18_20 step_104_108 push_121_125 begin_171_176 recovering_177_187,0.8056585678,0.7342263763
wsj_0555,564,Waxman sells a variety of hardware products for the home repair market .,4,sells_7_12 for_44_47 market_64_70,0.8058353951,0.7710503747
wsj_0356,400,Each right entitles shareholders to buy one-half share of common for $ 30 .,3,entitles_11_19 buy_36_39 for_65_68,0.8062874347,0.7424789461
wsj_0124,334,Edward L. Kane succeeded Mr. Taylor as chairman .,3,succeeded_15_24 chairman_39_47,0.8077625626,0.7327726238
wsj_0505,201,"Weisfield 's , based in Seattle , Wash. , currently operates 87 specialty jewelry stores in nine states .",5,based_15_20 operates_52_60,0.8082181125,0.7485521881
wsj_0585,422,"Shearson , Merrill Lynch and Goldman Sachs say they do so only for customers , however .",16,say_43_46 do_52_54 for_63_66,0.8084910083,0.77046189
wsj_0557,458,"Thus , it remains crucial for RJR to obtain top dollar for its smaller assets like the candy brands .",8,remains_10_17 for_26_29 obtain_37_43 for_55_58,0.8089436985,0.7089631
ABC19980120.1830.0957,99,This is clearly an opportunity for Cuba to look good internationally .,5,is_5_7 look_43_47,0.8091537059,0.7866474262
wsj_0695,192,"The group currently holds 3,027,330 Rally 's shares , or 45.2 % of its commmon shares outstanding .",5,holds_20_25,0.8121603197,0.7523809524
wsj_0760,183,Norton and Texas Eastern had each held a 50 % stake in Eastman in a joint venture .,9,had_25_28 held_34_38,0.8129937528,0.7550882976
wsj_1008,581,A reinsurance company effectively insures insurance companies that wish to spread the risk of a particular policy .,6,wish_67_71 spread_75_81 policy_107_113,0.8139206493,0.7672038851
wsj_0695,443,"The group currently holds 3,027,330 Rally 's shares , or 45.2 % of its commmon shares outstanding .",5,holds_20_25 Rally_36_41,0.8139607557,0.7550882976
PRI19980303.2000.2550,147,The school says it teaches the children to be good Muslims and good students .,7,says_11_15 teaches_19_26 be_43_45,0.8141134666,0.7949483659
NYT20000414.0296,617,"But the opinion of the woman who runs the modest business , which sells everything from prescription drugs to chewing gum and toys , carries a lot of weight in this part of Miami .",2,opinion_8_15 runs_33_37 business_49_57 sells_66_71 carries_133_140 in_157_159 part_165_169,0.8142776697,0.8057319126
wsj_0585,452,"Merrill Lynch , Goldman Sachs and Kidder Peabody , in addition to Shearson , do program-trade OTC stocks .",15,in_51_53 addition_54_62 do_77_79,0.8144877125,0.7147862751
PRI19980121.2000.2591,208,"The people here are famous throughout central Asia for their skill in fashioning pottery and tile , glass too .",6,are_16_19 fashioning_70_80,0.8164918575,0.7731787256
CNN19980126.1600.1104,320,I mean look at the stock .,7,mean_2_6 look_7_11 at_12_14,0.8169260645,0.7826372813
ABC19980108.1830.0711,34,Hotels are only thirty percent full .,23,are_7_10,0.81699417,0.6571428571
APW19980227.0476,321,"The decision , 3rd graf pvs .",3,decision_4_12,0.8178886017,0.7523809524
PRI19980303.2000.2550,261,"For an indication of the problems that could face Muslims as they integrate into American life , one need look no farther than Loudon county , Virginia .",30,face_45_49 integrate_66_75,0.8182685725,0.7948175631
wsj_0781,272,"Unveiled last April , the chip crams 1.2 million transistors on a sliver of silicon , more than four times as many as on Intel 's earlier model , 80386 .",37,Unveiled_0_8 crams_31_36,0.8188225076,0.7550882976
wsj_0583,507,"But even a Japanese company that looks like a dog may turn out to be a good investment for a foreign concern , some management consultants maintain .",20,looks_33_38 turn_54_58 be_66_68 good_71_75 investment_76_86 for_87_90 maintain_139_147,0.8189960671,0.7210243074
wsj_0584,145,`` There 's nothing preventing BellSouth from buying up shares in the meanwhile . '',36,s_9_11 preventing_20_30 buying_46_52,0.8198123307,0.8097776816
APW19991008.0151,100,"The rest remained fugitives , including Saudi radical Osama bin Laden .",10,remained_9_17 including_30_39,0.8198708205,0.7327726238
wsj_0950,500,"Revenue from non-GM accounts was 45 % of EDS 's total business in the latest nine months , compared with 40 % a year earlier .",23,Revenue_0_7 was_29_32 business_54_62 in_63_65 compared_91_99,0.8201308925,0.6515057583
ABC19980120.1830.0957,499,"At the end of the broadcast this evening , one more trip around Havana to see what it 's been like since the last time .",21,At_0_2 end_7_10 broadcast_18_27 trip_52_56 see_74_77 been_89_93,0.8201859052,0.7231657331
APW19991008.0151,366,"The rest remained fugitives , including Saudi radical Osama bin Laden .",10,remained_9_17,0.8207723063,0.6571428571
wsj_0583,503,"Such risk taking is an everyday matter for the brash Mr. Nadir , who is 25 % owner of Polly Peck as well as its chairman .",29,taking_10_16 is_17_19 for_39_42 is_69_71 chairman_112_120,0.8212620366,0.7255889414
APW19980306.1001,239,"At least one of the sensitive sites was a barracks of the elite Republican Guard , a well-placed source told The Associated Press .",3,was_36_39 told_104_108,0.8230756544,0.7866474262
wsj_0557,83,"`` For them , it makes all kinds of sense .",16,makes_17_22,0.8239145978,0.7523809524
wsj_0557,198,"The Nestle acquisition includes a candy plant in Franklin Park , Ill. , which employs about 800 workers .",4,includes_23_31 employs_78_85,0.8267066098,0.7731787256
wsj_0584,570,`` There 's nothing preventing BellSouth from buying up shares in the meanwhile . '',36,s_9_11 preventing_20_30 buying_46_52 in_63_65,0.8272075324,0.81045695
wsj_0745,562,Politics also influences the government 's thinking on the anti-takeover restriction .,25,influences_14_24 on_52_54,0.8272355738,0.7327726238
wsj_0584,64,BellSouth 's `` back-end protection was flawed previously .,29,was_36_39 flawed_40_46,0.8277793599,0.7731787256
wsj_0557,356,"`` For them , it makes all kinds of sense .",16,For_3_6 makes_17_22 sense_36_41,0.8278371559,0.7891882405
AP900816-0139,25,The Iraqis also possess chemical weapons .,36,possess_16_23,0.8292955129,0.6571428571
wsj_0927,40,It will include Messrs. Schwarz and Maurer .,22,include_8_15,0.8314949632,0.7523809524
WSJ900813-0157,510,The unpredictability of Iraq 's leader is a principal reason the U.S. is going to such great lengths to build a mammoth force in and around Saudi Arabia .,51,is_39_41 is_70_72 going_73_78 build_104_109 force_120_125 in_126_128,0.8401743879,0.7679512884
ea980120.1830.0071,352,Everything that happens in Cuba gets America 's attention .,3,happens_16_23 in_24_26 gets_32_36,0.8419067008,0.7949483659
wsj_0542,276,"Dow Jones , which owns 67 % of Telerate , publishes The Wall Street Journal , Barron 's magazine , community newspapers and operates financial news services and computer data bases .",12,owns_18_22 publishes_42_51 operates_124_132,0.8419129386,0.7946000138
NYT19980907.0112,498,"Still , the televised images of the charred hulks of the American Embassy buildings will likely haunt the travel industry in East Africa for years .",13,travel_106_112 in_122_124 for_137_140,0.8419915801,0.6948714861
wsj_0583,348,Joann S. Lublin in London contributed to this article .,33,in_16_18 contributed_26_37,0.8422129518,0.8493692018
wsj_0542,559,Telerate provides information about financial markets through an electronic network .,11,provides_9_17 markets_46_53,0.8422293549,0.8017501541
wsj_0555,338,The conversion price is $ 9.58 a share .,2,conversion_4_14 is_21_23,0.8433616271,0.7731787256
APW19980626.0364,158,"The fine is twice the donation , as provided for under German party financing laws .",5,is_9_11 provided_36_44,0.8451211293,0.8605270387
wsj_0585,502,`` It 's harder to sell stocks when the sell programs come in because some market makers do n't want to -LCB- take the orders -RCB- .,26,sell_19_23 programs_45_53 come_54_58 in_59_61 market_75_81 do_89_91 want_96_100 take_110_114 orders_119_125,0.8466136501,0.7639144357
wsj_0583,69,Joann S. Lublin in London contributed to this article .,33,contributed_26_37,0.8467587695,0.7523809524
wsj_0586,454,"Volume was 840.8 million shares , up from 443.6 million Thursday and the week 's most active session .",6,was_7_10 up_34_36 session_93_100,0.8473229373,0.775270589
ABC19980120.1830.0957,126,And in just a moment Diane Sawyer will have some other news .,22,have_39_43,0.8483015657,0.7523809524
wsj_0781,330,Andy Zipser in Dallas contributed to this article .,51,in_12_14 contributed_22_33,0.848739212,0.8437902833
wsj_0321,579,"Mesa flies to 42 cities in New Mexico , Arizona , Wyoming , Colorado and Texas .",6,flies_5_10 in_24_26,0.8492916296,0.877263794
wsj_0768,167,The 88 mutual funds investing solely in junk bonds hold assets of about $ 32 billion .,16,investing_20_29 hold_51_55,0.8505434673,0.763654916
wsj_1006,359,Sales were C$ 4.2 billion compared with C$ 3.7 billion .,19,Sales_0_5 were_6_10 compared_26_34,0.8509251954,0.7893000537
wsj_0542,520,"Dow Jones , which owns 67 % of Telerate , publishes The Wall Street Journal , Barron 's magazine , community newspapers and operates financial news services and computer data bases .",12,owns_18_22 operates_124_132,0.8513796637,0.7411410015
wsj_0340,505,"The Credit Lyonnais purchase , for 33,000 regular common shares and 10,000 newly created shares , is valued at about slightly more than 80 million French francs .",4,purchase_20_28 for_31_34 created_81_88 is_98_100 valued_101_107 at_108_110,0.8526432256,0.7948853522
wsj_0981,255,"The resort will include the MGM Grand Hotel , a multi-spired , castle-like facility that will include 5,000 rooms and 85,000 square feet of casino space .",11,include_16_23 include_94_101,0.8561784648,0.7997196452
wsj_0585,455,"Their motivation , however , has a strong practical aspect : Program trading is hazardous to their paychecks .",1,has_29_32 Program_61_68 trading_69_76 is_77_79,0.8566866893,0.7866290346
wsj_0781,372,`` You can do that but you 're taking a risk .,24,do_11_13 taking_31_37,0.8567698251,0.8437902833
WSJ900813-0157,304,"Speaking on the ABC program , Abdul Amir al-Anbari , Iraq 's ambassador to the U.N. , asserted that an embargo on Iraq could plunge the U.S. into a `` depression '' and the rest of the world into an economic `` crisis . ''",18,Speaking_0_8 asserted_86_94 plunge_125_131,0.8597636984,0.8275531465
ABC19980304.1830.1636,163,It means supervising the rest of the crew in training and leading them in flight .,10,means_3_8 supervising_9_20 leading_58_65,0.8604234993,0.8451485822
wsj_0585,171,"Shearson , Merrill Lynch and Goldman Sachs say they do so only for customers , however .",16,say_43_46 do_52_54,0.8605456313,0.8224318006
wsj_0786,501,IMA is a group that includes First Boston Corp. and the Pritzker family of Chicago through the leveraged buy-out fund Harry Gray Melvyn Klein amp Partners .,3,is_4_6 includes_20_28 buy-out_105_112,0.861004763,0.6907432039
wsj_0585,207,"When the computers say `` sell , '' the composite tumbles as well as the Dow Jones Industrial Average .",33,say_19_22 sell_26_30 tumbles_50_57,0.8646176796,0.7970092724
wsj_0584,401,`` There 's nothing preventing BellSouth from buying up shares in the meanwhile . '',36,buying_46_52 in_63_65,0.8661271624,0.8437902833
wsj_0321,355,"StatesWest serves 10 cities in California , Arizona and Nevada .",5,serves_11_17 in_28_30,0.8708330267,0.8493692018
PRI19980205.2000.1890,230,The World 's Nancy Marshall reports on Mr. Blair 's current visit to Washington and the special relationship between the two leaders .,1,reports_28_35,0.8709700318,0.7523809524
wsj_0542,609,"Dow Jones , which owns 67 % of Telerate , publishes The Wall Street Journal , Barron 's magazine , community newspapers and operates financial news services and computer data bases .",12,owns_18_22 publishes_42_51 operates_124_132 services_148_156,0.8709711433,0.8607719255
wsj_0662,574,"Jayark , New York , distributes and rents audio-visual equipment and prints promotional ads for retailers .",6,distributes_20_31 rents_36_41 for_92_95,0.8717850385,0.8761243668
APW20000210.0328,315,Both great-uncles live in Miami .,4,live_18_22 in_23_25,0.8725795379,0.8493692018
wsj_0505,451,"Weisfield 's , based in Seattle , Wash. , currently operates 87 specialty jewelry stores in nine states .",5,based_15_20 in_21_23 operates_52_60 in_89_91,0.8739125438,0.7904761905
wsj_0924,112,Sales were C$ 348.2 million compared with C$ 307.2 a year earlier .,6,were_6_10 compared_28_36,0.8761780927,0.8605270387
NYT20000424.0319,134,"It was a model of efficient law enforcement , guided by due process .",4,was_3_6 guided_46_52,0.8797952683,0.8391685559
wsj_0356,144,Each right entitles shareholders to buy one-half share of common for $ 30 .,3,entitles_11_19 buy_36_39,0.8812253919,0.8486923655
wsj_0585,154,Kidder Peabody does program trading for its own as well as clients ' accounts .,17,does_15_19,0.8816692037,0.8666666667
wsj_0584,235,"McCaw , the largest provider of cellular telephone service in the U.S. , already owns about 9.4 % of LIN 's stock .",15,owns_81_85,0.8819121981,0.7523809524
wsj_0585,456,"When the computers say `` sell , '' the composite tumbles as well as the Dow Jones Industrial Average .",33,say_19_22 sell_26_30,0.8921687277,0.8304036967
wsj_0152,596,"Dow Jones publishes The Wall Street Journal , Barron 's magazine , and community newspapers and operates financial news services and computer data bases .",7,publishes_10_19 operates_96_104 services_120_128,0.8934559974,0.8711812616
wsj_0938,241,"`` Where 's the bid ? '' asked Pierre Panet-Raymond , an analyst and broker with Toronto securities dealer McDermid St. Lawrence Ltd. .",22,s_9_11 asked_25_30,0.8983077939,0.8995794678
wsj_0695,128,Rally 's operates and franchises about 160 fast-food restaurants throughout the U.S. .,1,operates_9_17 franchises_22_32,0.901392619,0.8995794678
NYT20000403.0463,317,Federal officials made no immediate comment .,12,made_18_22 comment_36_43,0.9085584333,0.877263794
wsj_0661,151,"The investor group owns 1,534,600 Dataproducts common shares , or a 7.6 % stake .",2,owns_19_23,0.9092845034,0.8666666667
wsj_0768,91,"Other funds hold a smattering of junk bonds , too .",17,hold_12_16,0.9096406014,0.8666666667
CNN19980227.2130.0067,125,"Live from Atalanta , good evening Lynne Russell , CNN headline news .",0,Live_0_4,0.9119260489,0.8666666667
wsj_0575,23,"`` Absolutely , '' he said .",35,said_22_26,0.9143082075,0.8666666667
wsj_0786,116,The price also includes assumption of about $ 1.4 billion in debt .,2,includes_15_23,0.9171279899,0.8666666667
wsj_0124,52,Edward L. Kane succeeded Mr. Taylor as chairman .,3,succeeded_15_24,0.9178954376,0.8666666667
PRI19980205.2000.1998,309,Caroline Wyatt reports .,2,reports_15_22,0.9199752356,0.8666666667
APW20000210.0328,22,Both great-uncles live in Miami .,4,live_18_22,0.9202793187,0.8666666667
ABC19980114.1830.0611,6,I think so .,16,think_2_7,0.9250380332,0.8666666667
wsj_0938,278,"MCA holds half of Cineplex 's equity and 33 % of its voting rights through restricted voting shares , while Bronfman interests hold about 24 % of the company 's equity .",6,holds_4_9 hold_127_131,0.9267654638,0.8805318488
NYT20000113.0267,9,Congress reconvenes Jan. 24 .,17,reconvenes_9_19,0.9342977615,0.8666666667
wsj_0923,8,Kyle manufactures electronic components .,4,manufactures_5_17,0.9342977615,0.8666666667
wsj_0527,212,Net interest income for the third quarter declined to $ 35.6 million from $ 70.1 million a year ago .,10,declined_42_50,0.9585825521,0.8666666667
wsj_0167,127,RMS distributes electronic devices and produces power supplies and plastic literature displays .,2,distributes_4_15 produces_39_47,0.9611409618,0.9609475708
wsj_0662,166,"Jayark , New York , distributes and rents audio-visual equipment and prints promotional ads for retailers .",6,distributes_20_31 rents_36_41,0.9741199797,0.9609475708
wsj_0555,119,Waxman sells a variety of hardware products for the home repair market .,4,sells_7_12,1,1
ABC19980114.1830.0611,5,God bless him .,17,bless_4_9,1,1
wsj_0152,492,"Dow Jones publishes The Wall Street Journal , Barron 's magazine , and community newspapers and operates financial news services and computer data bases .",7,operates_96_104,1,1
WSJ910225-0066,219,"-- Geraldine Brooks in Amman , Jordan , and Craig Forman in Cairo , Egypt , contributed to this article .",74,contributed_76_87,1,1
wsj_0670,160,The extrusion unit produces bare and painted custom extrusions for building products and construction industries .,9,produces_19_27,1,1
wsj_0152,244,"Dow Jones publishes The Wall Street Journal , Barron 's magazine , and community newspapers and operates financial news services and computer data bases .",7,publishes_10_19 operates_96_104,1,1
wsj_0584,310,We 're surprised .,31,surprised_7_16,1,1
wsj_0745,111,"The 15 % restriction covers any would-be suitor , British or foreign .",15,covers_21_27,1,1
APW19980308.0201,62,They also share Islam with the ethnic Albanians .,9,share_10_15,1,1
NYT20000403.0463,24,Federal officials made no immediate comment .,12,made_18_22,1,1
wsj_0585,65,These big stocks greatly influence the Nasdaq Composite Index .,32,influence_25_34,1,1
wsj_0321,181,"Mesa flies to 42 cities in New Mexico , Arizona , Wyoming , Colorado and Texas .",6,flies_5_10,1,1
wsj_0585,81,"Shearson Lehman , however , executes program trades for clients .",14,executes_28_36,1,1
wsj_0321,82,"StatesWest serves 10 cities in California , Arizona and Nevada .",5,serves_11_17,1,1
wsj_0781,48,Andy Zipser in Dallas contributed to this article .,51,contributed_22_33,1,1
wsj_0542,86,Telerate provides information about financial markets through an electronic network .,11,provides_9_17,1,1
wsj_0152,38,Telerate provides an electronic financial information network .,6,provides_9_17,1,1
WSJ900813-0157,36,-- Andy Pasztor contributed to this article .,59,contributed_16_27,1,1
wsj_0557,300,"Louis Gerstner Jr. , chairman and chief executive officer of New York-based RJR , called the sale a `` significant step '' in the company 's divestiture program , as well as a `` a strategic divestiture . ''",9,called_82_88,1,1
wsj_0745,105,Politics also influences the government 's thinking on the anti-takeover restriction .,25,influences_14_24,1,1
NYT19980907.0112,129,Crew-cut FBI agents fill many of the luxury hotels in the two cities .,11,fill_20_24,1,1
PRI19980303.2000.2550,383,They 're learning a civics lesson from the residents of Loudon county .,8,learning_9_17,1,1
